ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
44304,133-NG-T30,FPQ-14305,SCMS-240830,ASN-27466,Nigeria,PMO - US,Direct Drop,EXW,Air,5/16/2014,6/2/2014,19-Aug-14,19-Aug-14,4-Nov-14,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,4758,423462,89,0.89,"Alere Medical Co., Ltd.",Yes,1934,28895.07,435.32
44307,161-ZA-T30,FPQ-6708,SCMS-93530,ASN-10252,South Africa,PMO - US,Direct Drop,DDP,Ocean,11/26/2010,12/14/2010,7-Apr-11,9-May-11,9-May-11,ARV,Adult,Aurobindo Pharma Limited,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,39878,265188.7,6.65,0.22,"Aurobindo Unit III, India",Yes,Weight Captured Separately,Freight Included in Commodity Cost,437.56
44315,105-GY-T30,FPQ-10249,SCMS-153890,ASN-17087,Guyana,PMO - US,Direct Drop,EXW,Air,7/5/2012,7/26/2012,20-Nov-12,20-Nov-12,20-Nov-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,90,9000,100,1,"Alere Medical Co., Ltd.",Yes,41,1182.5,12.62
44330,116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27979,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/2013,8/27/2014,27-Aug-14,27-Aug-14,27-Aug-14,ARV,Pediatric,S. BUYS WHOLESALER,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,14,111.95,8,0.03,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.14
44340,116-ZA-T30,FPQ-13973,SCMS-238554,ASN-28627,South Africa,PMO - US,Direct Drop,DDP,Truck,4/30/2014,10/3/2014,3-Oct-14,3-Oct-14,3-Oct-14,ARV,Adult,PHARMACY DIRECT,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,51,466.28,9.14,0.15,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.48
44363,103-DO-T30,FPQ-11964,SCMS-202650,ASN-21798,Dominican Republic,PMO - US,Direct Drop,EXW,Air,4/10/2013,8/12/2013,4-Oct-13,4-Oct-13,18-Oct-13,ARV,Adult,EMCURE PHARMACEUTICALS LTD,"Atazanavir 300mg, capsules, 30 Caps",Atazanavir,Generic,300mg,Capsule,30,1902,38040,20,0.67,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,170,1965.62,47.06
44373,108-VN-T30,FPQ-8428,SCMS-123520,ASN-13475,Vietnam,PMO - US,Direct Drop,EXW,Air,9/21/2011,10/4/2011,1-Mar-12,1-Mar-12,1-Mar-12,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,13000,29900,2.3,0.04,"Aurobindo Unit III, India",No,See ASN-13475 (ID#:15772),See ASN-13475 (ID#:15772),49.34
44393,110-ZM-T30,FPQ-14827,SCMS-256500,ASN-31165,Zambia,PMO - US,Direct Drop,EXW,Air,8/19/2014,9/19/2014,12-May-15,8-May-15,12-May-15,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,5538,443040,80,0.8,"Alere Medical Co., Ltd.",Yes,5538,25380.88,455.45
44448,161-ZA-T30,FPQ-7175,SCMS-104080,ASN-12035,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/2011,3/28/2011,13-Dec-11,13-Dec-11,13-Dec-11,ARV,Adult,CIPLA LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,104636,284609.92,2.72,0.05,"Cipla, Goa, India",Yes,11275,8527.46,469.61
44463,116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28033,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/2013,8/29/2014,29-Aug-14,29-Aug-14,29-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,608,5932.29,9.76,0.16,Hetero Unit III Hyderabad IN,No,Weight Captured Separately,Freight Included in Commodity Cost,7.34
44486,116-ZA-T30,FPQ-13035,SCMS-215370,ASN-24415,South Africa,PMO - US,Direct Drop,DDP,Truck,10/8/2013,12/2/2013,6-Feb-14,6-Feb-14,6-Feb-14,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,182,541.83,2.98,0.1,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.67
44501,108-VN-T30,FPQ-10287,SCMS-155710,ASN-17020,Vietnam,PMO - US,Direct Drop,FCA,Air,7/25/2012,8/14/2012,11-Dec-12,11-Dec-12,11-Dec-12,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,396,6023.16,15.21,0.25,ABBVIE Ludwigshafen Germany,Yes,53,439.17,8.44
44516,104-CI-T30,FPQ-11294,SCMS-173130,ASN-19140,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,12/14/2012,1/15/2013,26-Apr-13,26-Apr-13,26-Apr-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,2104,168320,80,0.8,"Alere Medical Co., Ltd.",Yes,917,16661.34,208.21
44567,107-RW-T30,FPQ-10223,SCMS-152910,ASN-15894,Rwanda,PMO - US,Direct Drop,EXW,Air,7/5/2012,7/16/2012,9-Sep-12,9-Sep-12,9-Sep-12,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,57961,130412.25,2.25,0.04,"Aurobindo Unit III, India",Yes,5525,43237.33,182.84
44577,103-ZW-T30,FPQ-9905,SCMS-148300,ASN-17259,Zimbabwe,PMO - US,Direct Drop,FCA,Air,5/29/2012,7/18/2012,13-Dec-12,13-Dec-12,13-Dec-12,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,1024,31559.68,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,1014,Freight Included in Commodity Cost,44.25
44597,101-CD-T30,FPQ-16001,SCMS-280210,ASN-31750,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,3/10/2015,3/16/2015,2-Jul-15,2-Jul-15,30-Jul-15,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,39,1248,32,1.6,"Trinity Biotech, Plc",No,See ASN-31750 (ID#:19272),See ASN-31750 (ID#:19272),1.47
44612,108-VN-T30,FPQ-5317,SCMS-69730,ASN-8447,Vietnam,PMO - US,Direct Drop,EXW,Air,3/22/2010,3/29/2010,9-Nov-10,9-Nov-10,9-Nov-10,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,40890,175827,4.3,0.14,Mylan (formerly Matrix) Nashik,Yes,3329,10455.35,379.08
44615,108-VN-T30,FPQ-16194,SCMS-285500,ASN-33266,Vietnam,PMO - US,Direct Drop,EXW,Air,4/14/2015,5/13/2015,3-Sep-15,3-Sep-15,3-Sep-15,ARV,Adult,HETERO LABS LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,5700,10260,1.8,0.03,Hetero Unit III Hyderabad IN,Yes,Weight Captured Separately,Invoiced Separately,12.08
44630,108-VN-T30,FPQ-11560,SCMS-177630,ASN-20043,Vietnam,PMO - US,Direct Drop,EXW,Air,2/7/2013,2/13/2013,13-Jul-13,13-Jul-13,13-Jul-13,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,30339,348595.11,11.49,0.38,Mylan (formerly Matrix) Nashik,Yes,3419,15006.27,431.21
44643,108-VN-T30,FPQ-15692,SCMS-274370,ASN-32258,Vietnam,PMO - US,Direct Drop,EXW,Air,1/28/2015,2/17/2015,13-Jul-15,13-Jul-15,14-Jul-15,ARV,Adult,HETERO LABS LIMITED,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,2000,21900,10.95,0.18,Hetero Unit III Hyderabad IN,No,See ASN-32258 (ID#:29880),See ASN-32258 (ID#:29880),25.78
44694,144-BW-T30,FPQ-4167,SCMS-54210,ASN-5491,Botswana,PMO - US,Direct Drop,EXW,Air,9/9/2009,9/30/2009,30-Nov-09,30-Nov-09,30-Nov-09,HRDT,HIV test - Ancillary,Orasure Technologies Inc.,"#109435**HIV, OraQuick Controls Kit, 3 Vials","HIV, OraQuick Controls Kit, 3 Vials",OraQuick,N/A,Test kit - Ancillary,3,10,250,25,8.33,"Orasure Technologies, Inc USA",Yes,6,304.76,0.49
44702,117-ET-T30,FPQ-12272,SCMS-190800,ASN-20675,Ethiopia,PMO - US,Direct Drop,EXW,Air,5/9/2013,5/22/2013,30-Jul-13,30-Jul-13,30-Jul-13,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,N/A,Test kit,1,4162,101969,24.5,24.5,"KHB Test Kit Facility, Shanghai China",Yes,2777,34137.03,126.14
44724,108-VN-T30,FPQ-16194,SCMS-285460,ASN-33291,Vietnam,PMO - US,Direct Drop,EXW,Air,4/14/2015,5/11/2015,1-Sep-15,1-Sep-15,1-Sep-15,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,3000,9900,3.3,0.11,"Aurobindo Unit III, India",Yes,Weight Captured Separately,Invoiced Separately,11.65
44737,108-VN-T30,FPQ-9001,SCMS-131690,ASN-14517,Vietnam,PMO - US,Direct Drop,EXW,Air,12/15/2011,1/16/2012,16-May-12,16-May-12,16-May-12,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,20142,99702.9,4.95,0.16,Mylan (formerly Matrix) Nashik,Yes,6142,13850.65,139.78
44778,104-CI-T30,FPQ-6897,SCMS-100950,ASN-11130,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,1/5/2011,2/28/2011,1-Jul-11,1-Jul-11,1-Jul-11,ARV,Pediatric,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",Efavirenz,Stocrin/Sustiva,30mg/ml,Oral solution,180,3399,57647.04,16.96,0.09,"MSD, Haarlem, NL",Yes,1014,2093.32,95.12
44783,104-CI-T30,FPQ-7192,SCMS-104290,ASN-11160,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2/17/2011,4/18/2011,30-Jun-11,30-Jun-11,30-Jun-11,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, (no accessories), 30 Tests","HIV 1/2, Bioline 3.0 Kit (no accessories)",Bioline,N/A,Test kit,30,2418,58032,24,0.8,"Standard Diagnostics, Korea",Yes,859,7894.76,95.75
44808,109-TZ-T30,FPQ-9622,SCMS-143750,ASN-15399,Tanzania,PMO - US,Direct Drop,EXW,Air,4/3/2012,4/23/2012,25-Jul-12,25-Jul-12,25-Jul-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,1387,110960,80,0.8,"Alere Medical Co., Ltd.",Yes,662,12035.47,155.57
44816,133-NG-T30,FPQ-14995,SCMS-260700,ASN-29935,Nigeria,PMO - US,Direct Drop,EXW,Air,9/22/2014,10/29/2014,19-Jan-15,16-Jan-15,22-Jan-15,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,6158,548062,89,0.89,"Alere Medical Co., Ltd.",Yes,2493,31090.27,563.41
44855,116-ZA-T30,FPQ-14942,SCMS-259073,ASN-30671,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/2014,2/12/2015,12-Feb-15,12-Feb-15,12-Feb-15,ARV,Adult,PHARMACY DIRECT,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,189,1248.67,6.61,0.11,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,1.28
44860,108-VN-T30,FPQ-16194,SCMS-285490,ASN-33146,Vietnam,PMO - US,Direct Drop,EXW,Air,4/14/2015,5/13/2015,7-Sep-15,7-Sep-15,7-Sep-15,ARV,Adult,HETERO LABS LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,2196,20862,9.5,0.32,Hetero Unit III Hyderabad IN,Yes,Weight Captured Separately,Invoiced Separately,24.55
44908,111-MZ-T30,FPQ-3588,SCMS-45670,ASN-5525,Mozambique,PMO - US,Direct Drop,CIP,Air,3/25/2009,5/13/2009,4-Dec-09,4-Dec-09,4-Dec-09,ARV,Adult,GLAXOSMITHKLINE EXPORT LIMITED,"Abacavir/Lamivudine/Zidovudine 300/150/300mg [Trizivir], tablets, 60 Tabs",Abacavir/Lamivudine/Zidovudine,Trizivir,300/150/300mg,Tablet - FDC,60,1020,54784.2,53.71,0.9,GSK Ware (UK),No,Weight Captured Separately,Freight Included in Commodity Cost,107.38
44913,116-ZA-T30,FPQ-11828,SCMS-183950,ASN-19166,South Africa,South Africa Field Office,Direct Drop,DDP,Truck,3/18/2013,Date Not Captured,16-Apr-13,16-Apr-13,16-Apr-13,ARV,Adult,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,62,1549.54,24.99,0.21,ABBVIE Ludwigshafen Germany,No,Weight Captured Separately,Freight Included in Commodity Cost,1.92
44920,108-VN-T30,FPQ-4720,SCMS-62820,ASN-6687,Vietnam,PMO - US,Direct Drop,EXW,Air,1/4/2009,1/14/2010,18-May-10,18-May-10,18-May-10,ARV,Adult,Aurobindo Pharma Limited,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,9744,14128.8,1.45,0.02,"Aurobindo Unit III, India",Yes,656,6158,30.46
44922,106-HT-T30,FPQ-9894,SCMS-147600,ASN-15679,Haiti,PMO - US,Direct Drop,DDP,Truck,5/22/2012,6/5/2012,28-Jun-12,5-Jul-12,5-Jul-12,HRDT,HIV test,REINBOLD EXPORT IMPORT,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,1250,160937.5,128.75,1.29,"Alere Medical Co., Ltd.",Yes,Weight Captured Separately,Freight Included in Commodity Cost,225.63
44930,133-NG-T30,FPQ-12456,SCMS-196560,ASN-21218,Nigeria,PMO - US,Direct Drop,EXW,Air,6/10/2013,7/10/2013,18-Sep-13,18-Sep-13,18-Sep-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,3055,271895,89,0.89,"Alere Medical Co., Ltd.",Yes,1241,13325.59,336.33
44942,151-NG-T30,FPQ-6249,SCMS-86060,ASN-9590,Nigeria,PMO - US,Direct Drop,FCA,Air,8/27/2010,9/23/2010,8-Feb-11,8-Feb-11,8-Feb-11,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,Norvir,100mg,Capsule,336,273,10472.28,38.36,0.11,ABBVIE (Abbott) Logis. UK,Yes,520,3759.22,22.58
44962,114-UG-T30,FPQ-9365,SCMS-142260,ASN-14702,Uganda,PMO - US,Direct Drop,FCA,Air,3/15/2012,4/4/2012,4-May-12,4-May-12,4-May-12,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,210,1554,7.4,0.12,ABBVIE Ludwigshafen Germany,Yes,36,677.4,2.18
44964,161-ZA-T30,FPQ-5303,SCMS-68980,ASN-7664,South Africa,PMO - US,Direct Drop,DDP,Air,3/18/2010,3/19/2010,24-Aug-10,11-Aug-10,11-Aug-10,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,33972,85949.16,2.53,0.04,"Aurobindo Unit III, India",Yes,1823,1791.42,185.31
45020,116-ZA-T30,FPQ-13973,SCMS-238552,ASN-27610,South Africa,PMO - US,Direct Drop,DDP,Truck,4/30/2014,8/5/2014,5-Aug-14,5-Aug-14,5-Aug-14,ARV,Adult,PHARMACY DIRECT,"Raltegravir 400mg [Isentress], tablets, 60 Tabs",Raltegravir,Isentress,400mg,Tablet,60,20,1599.83,79.99,1.33,"MSD, Haarlem, NL",No,Weight Captured Separately,Freight Included in Commodity Cost,1.64
45034,116-ZA-T30,FPQ-4054,SCMS-51260,ASN-4939,South Africa,PMO - US,Direct Drop,DDP,Truck,7/29/2009,8/7/2009,3-Sep-09,3-Sep-09,3-Sep-09,ARV,Adult,S. BUYS WHOLESALER,"Ritonavir 100mg [Norvir], capsules, cool, 84 Caps",Ritonavir,Norvir,100mg,Capsule,84,40,431.92,10.8,0.13,ABBVIE (Abbott) Logis. UK,Yes,Weight Captured Separately,Freight Included in Commodity Cost,0.85
45048,116-ZA-T30,FPQ-13035,SCMS-215370,ASN-24415,South Africa,PMO - US,Direct Drop,DDP,Truck,10/8/2013,12/2/2013,6-Feb-14,6-Feb-14,6-Feb-14,ARV,Adult,S. BUYS WHOLESALER,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,408,1608.59,3.94,0.07,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,1.99
45057,116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28036,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/2013,8/29/2014,29-Aug-14,29-Aug-14,29-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,1043,17283.85,16.57,0.55,Hetero Unit III Hyderabad IN,No,Weight Captured Separately,Freight Included in Commodity Cost,21.38
45090,116-ZA-T30,FPQ-11828,SCMS-183950,ASN-19166,South Africa,South Africa Field Office,Direct Drop,DDP,Truck,3/18/2013,Date Not Captured,16-Apr-13,16-Apr-13,16-Apr-13,ARV,Adult,S. BUYS WHOLESALER,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,621,12768.22,20.56,0.69,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,15.79
45143,116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28033,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/2013,8/29/2014,29-Aug-14,29-Aug-14,29-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Didanosine 400mg, delayed-release capsules, 30 Caps",Didanosine,Generic,400mg,Delayed-release capsules,30,17,368.99,21.71,0.72,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.46
45147,114-UG-T30,FPQ-15303,SCMS-264980,ASN-33165,Uganda,PMO - US,Direct Drop,EXW,Air,11/11/2014,11/25/2014,27-Jul-15,27-Jul-15,28-Jul-15,ARV,Adult,EMCURE PHARMACEUTICALS LTD,"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Atazanavir/Ritonavir,Generic,300/100mg,Tablet,30,6907,124326,18,0.6,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,Weight Captured Separately,Invoiced Separately,146.33
45149,108-VN-T30,FPQ-6384,SCMS-87720,ASN-9249,Vietnam,PMO - US,Direct Drop,EXW,Air,9/30/2010,10/14/2010,11-Feb-11,11-Feb-11,11-Feb-11,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 250mg, delayed-release capsules, 30 Caps",Didanosine,Generic,250mg,Delayed-release capsules,30,300,3900,13,0.43,"Aurobindo Unit III, India",Yes,21,3657.69,8.41
45150,900-SS-T30,FPQ-11623,SCMS-178030,ASN-19143,South Sudan,PMO - US,Direct Drop,EXW,Air,2/8/2013,2/27/2013,16-Aug-13,16-Aug-13,16-Aug-13,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,N/A,Test kit - Ancillary,1,116,580,5,5,"Alere Medical Co., Ltd.",No,See ASN-19143 (ID#:26345),See ASN-19143 (ID#:26345),0.72
45158,108-VN-T30,FPQ-5317,SCMS-69230,ASN-7571,Vietnam,PMO - US,Direct Drop,FCA,Air,3/22/2010,3/31/2010,31-Jul-10,31-Jul-10,31-Jul-10,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1010,83022,82.2,0.68,ABBVIE Ludwigshafen Germany,Yes,255,8227.99,179
45160,102-SS-T30,FPQ-9038,SCMS-137180,ASN-14933,South Sudan,PMO - US,Direct Drop,EXW,Air,1/17/2012,2/15/2012,4-Jun-12,4-Jun-12,4-Jun-12,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,176,5632,32,1.6,"Trinity Biotech, Plc",Yes,71,1743.35,7.9
45168,116-ZA-T30,FPQ-13035,SCMS-215370,ASN-24415,South Africa,PMO - US,Direct Drop,DDP,Truck,10/8/2013,12/2/2013,6-Feb-14,6-Feb-14,6-Feb-14,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,920,25777.7,28.02,0.47,"Cipla, Goa, India",No,Weight Captured Separately,Freight Included in Commodity Cost,31.89
45178,105-SS-T30,FPQ-12623,SCMS-200910,ASN-22040,South Sudan,PMO - US,Direct Drop,EXW,Air,7/18/2013,8/5/2013,8-Nov-13,8-Nov-13,11-Nov-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,450,40050,89,0.89,"Alere Medical Co., Ltd.",Yes,188,2997.85,49.54
45197,116-ZA-T30,FPQ-14942,SCMS-259079,ASN-33851,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/2014,10/9/2014,24-Aug-15,24-Aug-15,24-Aug-15,ARV,Adult,PHARMACY DIRECT,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,27,620.91,23,0.38,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.64
45202,116-ZA-T30,FPQ-11828,SCMS-183950,ASN-19166,South Africa,South Africa Field Office,Direct Drop,DDP,Truck,3/18/2013,Date Not Captured,16-Apr-13,16-Apr-13,16-Apr-13,ARV,Pediatric,S. BUYS WHOLESALER,"Abacavir 20mg/ml [Ziagen], oral solution, Bottle, 240 ml",Abacavir,Ziagen,20mg/ml,Oral solution,240,1021,23275.52,22.8,0.1,GSK Mississauga (Canada),No,Weight Captured Separately,Freight Included in Commodity Cost,28.79
45248,111-MZ-T30,FPQ-13093,SCMS-211550,ASN-24474,Mozambique,PMO - US,Direct Drop,EXW,Air,10/15/2013,11/12/2013,2-Apr-14,2-Apr-14,11-Apr-14,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,5673,181536,32,1.6,"Trinity Biotech, Plc",Yes,1674,10780.63,186.62
45267,111-MZ-T30,FPQ-11440,SCMS-174050,ASN-18080,Mozambique,PMO - US,Direct Drop,EXW,Air,1/9/2013,1/17/2013,17-Mar-13,17-Mar-13,17-Mar-13,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,151,4832,32,1.6,"Trinity Biotech, Plc",Yes,54,1032.57,5.98
45278,116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27980,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/2013,8/27/2014,27-Aug-14,27-Aug-14,27-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,23,592.47,25.76,0.21,ABBVIE Ludwigshafen Germany,No,Weight Captured Separately,Freight Included in Commodity Cost,0.73
